period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units,region
2025-05-04,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,64092,megawatthours,Phoenix
2025-05-04,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,64765,megawatthours,Phoenix
2025-05-04,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,63620,megawatthours,Phoenix
2025-05-04,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,63270,megawatthours,Phoenix
2025-05-04,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-13132,megawatthours,Phoenix
2025-05-04,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-13653,megawatthours,Phoenix
2025-05-04,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-13734,megawatthours,Phoenix
2025-05-04,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-13382,megawatthours,Phoenix
2025-05-04,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-13132,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,79407,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,D,Demand,Central,Central,78033,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,77445,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,78731,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,79407,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,78061,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,78701,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,79178,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,78250,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,78061,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,47316,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,47333,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,47637,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,47418,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,47316,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-32091,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-30700,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-29808,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-31313,megawatthours,Phoenix
2025-05-05,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-32091,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,83405,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,D,Demand,Central,Central,83249,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,83121,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,83315,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,83405,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,79816,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,79613,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,79472,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,79701,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,79816,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,57597,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,57304,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,56572,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,57225,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,57597,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-25808,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-25945,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-26549,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-26090,megawatthours,Phoenix
2025-05-06,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-25808,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,82119,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,D,Demand,Central,Central,82416,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,82662,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,82310,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,82119,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,83076,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,82529,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,82231,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,82798,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,83076,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,60750,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,61490,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,61519,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,61368,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,60750,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-21369,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-20926,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-21143,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-20942,megawatthours,Phoenix
2025-05-07,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-21369,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,90021,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,D,Demand,Central,Central,89045,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,88270,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,89513,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,90021,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,89018,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,88318,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,87900,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,88683,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,89018,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,62627,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,61686,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,61346,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,61977,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,62627,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-27394,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-27359,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-26924,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-27536,megawatthours,Phoenix
2025-05-08,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-27394,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,103394,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,D,Demand,Central,Central,102785,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,102619,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,103127,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,103394,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,100888,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,100099,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,99769,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,100414,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,100888,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,67816,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,68731,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,69118,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,68317,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,67816,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-35578,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-34054,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-33501,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-34810,megawatthours,Phoenix
2025-05-09,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-35578,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,104585,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,D,Demand,Central,Central,104662,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,104789,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,104550,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,104585,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,106007,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,105916,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,105674,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,106162,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,106007,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,59040,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,58171,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,58459,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,58594,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,59040,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-45545,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-46491,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-46330,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-45956,megawatthours,Phoenix
2025-05-10,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-45545,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,103311,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,D,Demand,Central,Central,102772,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,102343,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,103094,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,103311,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,102052,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,101813,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,101683,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,101852,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,102052,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,53096,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,53945,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,53994,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,53441,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,53096,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-50215,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-48827,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-48349,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-49653,megawatthours,Phoenix
2025-05-11,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-50215,megawatthours,Phoenix
2025-05-12,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,108451,megawatthours,Phoenix
2025-05-12,AZPS,Arizona Public Service Company,D,Demand,Central,Central,109029,megawatthours,Phoenix
2025-05-12,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,109485,megawatthours,Phoenix
2025-05-12,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,108725,megawatthours,Phoenix
2025-05-12,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,108451,megawatthours,Phoenix
2025-05-12,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,107106,megawatthours,Phoenix
2025-05-12,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,107441,megawatthours,Phoenix
2025-05-12,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,107560,megawatthours,Phoenix
2025-05-12,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,107287,megawatthours,Phoenix
2025-05-12,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,107106,megawatthours,Phoenix
2025-05-12,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,62166,megawatthours,Phoenix
2025-05-12,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,61516,megawatthours,Phoenix
